VERTICES = 100
;

DISTANCE_MATRIX = 
0	0	0.0
0	1	2.0186116266900576
0	2	8.378964417399084
0	3	6.333331169572052
0	4	11.603655444517354
0	5	9.781244011291403
0	6	16.213491997665088
0	7	14.247147959674878
0	8	20.025802223386947
0	9	17.45588062119358
0	10	23.60494345065659
0	11	20.849421828842672
0	12	26.613305206393022
0	13	24.188970978258595
0	14	29.851017527552877
0	15	27.605074439442763
0	16	5.0572306006243295
0	17	3.74168854976698
0	18	10.625488594625295
0	19	13.347010367771558
0	20	13.043095585947597
0	21	10.153905912743138
0	22	11.794090464484189
0	23	5.519279356740002
0	24	11.713913415686532
0	25	10.144909011623973
0	26	12.582007595707914
0	27	13.804148290793085
0	28	15.138392480001757
0	29	17.92118536694648
0	30	21.402909746047047
0	31	18.373115309610185
0	32	19.093068450117034
0	33	15.7848395133255
0	34	20.181726064006014
0	35	18.60918054533763
0	36	21.48487234258457
0	37	19.184142103764472
0	38	16.612856819737917
0	39	10.769290528127751
0	40	14.129310890454683
0	41	5.856081007003527
0	42	3.973366109676962
0	43	7.006411747063737
0	44	4.821146404963465
0	45	5.684965947019263
0	46	5.117609365032011
0	47	3.2732503665905757
0	48	3.1862218396753086
0	49	5.750197580116647
0	50	6.6971538565357704
0	51	13.170664532934206
0	52	14.939863536207891
0	53	15.14971933280208
0	54	12.843609400344121
0	55	12.617652796009343
0	56	16.197681570705242
0	57	14.710306291854279
0	58	13.614645134022593
0	59	13.35596437742516
0	60	8.833345235946204
0	61	14.975687637403512
0	62	19.940903208676026
0	63	16.92300786461714
0	64	22.080973862504788
0	65	21.392952946351006
0	66	24.766392084039552
0	67	22.547591299138634
0	68	17.64867900977051
0	69	23.319250768185103
0	70	21.964006734613086
0	71	30.02698350633653
0	72	31.43816906159669
0	73	28.73467581402884
0	74	29.62699627003866
0	75	30.441146991144507
0	76	28.239175042982954
0	77	28.12465096348682
0	78	32.174085802261885
0	79	32.62667416410918
0	80	28.749507771899136
0	81	27.98831904101587
0	82	32.06759187101171
0	83	34.541271667107736
0	84	30.220412668574337
0	85	35.009934627468596
0	86	16.92603092858808
0	87	16.2380100124343
0	88	16.961284514989906
0	89	16.20009578410664
0	90	16.184908739527504
0	91	17.163612273503816
0	92	15.070399799449053
0	93	27.961558251437623
0	94	29.009520489340787
0	95	26.91359601353446
0	96	28.92332157441613
0	97	27.383629758638058
0	98	20.907356562551232
0	99	22.099044919732307
1	0	2.0186116266900576
1	1	0.0
1	2	6.360352790709026
1	3	4.314719542881994
1	4	9.585043817827295
1	5	7.7626323846013445
1	6	14.19488037097503
1	7	12.22853633298482
1	8	18.007190596696887
1	9	15.437268994503523
1	10	21.586331823966535
1	11	18.830810202152612
1	12	24.594693579702962
1	13	22.17035935156854
1	14	27.832405900862817
1	15	25.586462812752707
1	16	3.038618973934272
1	17	1.7230769230769223
1	18	8.606876967935237
1	19	11.3283987410815
1	20	11.02448395925754
1	21	8.13529428605308
1	22	9.77547883779413
1	23	3.5006677300499445
1	24	9.695301788996474
1	25	8.126297384933915
1	26	10.563395969017858
1	27	11.785536664103027
1	28	13.119780853311699
1	29	15.902573740256425
1	30	19.38429811935699
1	31	16.35450368292013
